# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1250060	1250818	+	QPZ80587.1			type IV pilus biogenesis/stability protein PilW	pilW		MPAO1_06020	759	252	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1250815	1251858	+							MPAO1_06025	1044		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1250815	1251858	+	QPZ80588.1			helix-turn-helix domain-containing protein			MPAO1_06025	1044	347	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1251861	1252970	+							MPAO1_06030	1110		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1251861	1252970	+	QPZ85089.1			flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase			MPAO1_06030	1110	369	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1252989	1254278	+							MPAO1_06035	1290		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1252989	1254278	+	QPZ80589.1			histidine--tRNA ligase			MPAO1_06035	1290	429	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1254305	1254949	+							MPAO1_06040	645		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1254305	1254949	+	QPZ80590.1			GTP-binding protein			MPAO1_06040	645	214	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1254951	1256093	+					bamB		MPAO1_06045	1143		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1254951	1256093	+	QPZ80591.1			outer membrane protein assembly factor BamB	bamB		MPAO1_06045	1143	380	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1256171	1257652	+					der		MPAO1_06050	1482		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1256171	1257652	+	QPZ80592.1			ribosome biogenesis GTPase Der	der		MPAO1_06050	1482	493	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1257960	1259108	+							MPAO1_06055	1149		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1257960	1259108	+	QPZ80593.1			pyridoxal phosphate-dependent aminotransferase			MPAO1_06055	1149	382	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1259096	1259890	+							MPAO1_06060	795		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1259096	1259890	+	QPZ80594.1			amidohydrolase			MPAO1_06060	795	264	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1260024	1260611	+							MPAO1_06065	588		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1260024	1260611	+	QPZ80595.1			DUF937 domain-containing protein			MPAO1_06065	588	195	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1260699	1261649	-							MPAO1_06070	951		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1260699	1261649	-	QPZ80596.1			aldo/keto reductase			MPAO1_06070	951	316	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1261830	1262285	+							MPAO1_06075	456		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1261830	1262285	+	QPZ80597.1			hypothetical protein			MPAO1_06075	456	151	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1262339	1262671	+							MPAO1_06080	333		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1262339	1262671	+	QPZ80598.1			hypothetical protein			MPAO1_06080	333	110	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1262742	1264520	-					leuA		MPAO1_06085	1779		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1262742	1264520	-	QPZ80599.1			2-isopropylmalate synthase	leuA		MPAO1_06085	1779	592	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1264892	1265353	+							MPAO1_06090	462		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1264892	1265353	+	QPZ80600.1			DUF2946 domain-containing protein			MPAO1_06090	462	153	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1265474	1267645	+							MPAO1_06095	2172		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1265474	1267645	+	QPZ80601.1			TonB-dependent copper receptor			MPAO1_06095	2172	723	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1267710	1269125	+							MPAO1_06100	1416		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1267710	1269125	+	QPZ80602.1			PepSY domain-containing protein			MPAO1_06100	1416	471	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1269143	1269538	-							MPAO1_06105	396		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1269143	1269538	-	QPZ80603.1			DUF4345 domain-containing protein			MPAO1_06105	396	131	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1269624	1270472	-							MPAO1_06110	849		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1269624	1270472	-	QPZ80604.1			M23 family metallopeptidase			MPAO1_06110	849	282	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1270644	1271033	+							MPAO1_06115	390		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1270644	1271033	+	QPZ80605.1			DUF2946 domain-containing protein			MPAO1_06115	390	129	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1271163	1271639	+							MPAO1_06120	477		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1271163	1271639	+	QPZ80606.1			copper chaperone PCu(A)C			MPAO1_06120	477	158	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1271696	1272268	+							MPAO1_06125	573		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1271696	1272268	+	QPZ80607.1			putative natural product biosynthesis protein			MPAO1_06125	573	190	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1272303	1272932	-							MPAO1_06130	630		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1272303	1272932	-	QPZ80608.1			cysteine hydrolase			MPAO1_06130	630	209	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1273053	1274006	+							MPAO1_06135	954		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1273053	1274006	+	QPZ80609.1			helix-turn-helix domain-containing protein			MPAO1_06135	954	317	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1274003	1274764	-							MPAO1_06140	762		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1274003	1274764	-	QPZ80610.1			D-alanyl-D-alanine dipeptidase			MPAO1_06140	762	253	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1274769	1276049	-							MPAO1_06145	1281		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1274769	1276049	-	QPZ80611.1			TRAP transporter large permease			MPAO1_06145	1281	426	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1276046	1276540	-							MPAO1_06150	495		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1276046	1276540	-	QPZ80612.1			TRAP transporter small permease			MPAO1_06150	495	164	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1276615	1277655	-							MPAO1_06155	1041		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1276615	1277655	-	QPZ80613.1			TRAP transporter substrate-binding protein DctP			MPAO1_06155	1041	346	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1277807	1278742	-							MPAO1_06160	936		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1277807	1278742	-	QPZ80614.1			LysR family transcriptional regulator			MPAO1_06160	936	311	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1278749	1280128	-							MPAO1_06165	1380		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1278749	1280128	-	QPZ85090.1			exodeoxyribonuclease VII large subunit			MPAO1_06165	1380	459	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1280165	1281073	-							MPAO1_06170	909		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1280165	1281073	-	QPZ80615.1			LysR family transcriptional regulator			MPAO1_06170	909	302	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1281181	1281963	+							MPAO1_06175	783		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1281181	1281963	+	QPZ80616.1			sulfite exporter TauE/SafE family protein			MPAO1_06175	783	260	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1281948	1283090	-							MPAO1_06180	1143		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1281948	1283090	-	QPZ80617.1			acetylpolyamine aminohydrolase			MPAO1_06180	1143	380	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1283120	1284277	-							MPAO1_06185	1158		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1283120	1284277	-	QPZ80618.1			MFS transporter			MPAO1_06185	1158	385	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1284290	1285186	-							MPAO1_06190	897		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1284290	1285186	-	QPZ80619.1			transporter			MPAO1_06190	897	298	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1285321	1286298	-							MPAO1_06195	978		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1285321	1286298	-	QPZ80620.1			DNA-binding response regulator			MPAO1_06195	978	325	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1286562	1288031	+					guaB		MPAO1_06200	1470		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1286562	1288031	+	QPZ80621.1			IMP dehydrogenase	guaB		MPAO1_06200	1470	489	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1288111	1289688	+							MPAO1_06205	1578		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1288111	1289688	+	QPZ80622.1			GMP synthase (glutamine-hydrolyzing)			MPAO1_06205	1578	525	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1289850	1291241	+							MPAO1_06210	1392		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1289850	1291241	+	QPZ80623.1			multicopper oxidase family protein			MPAO1_06210	1392	463	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1291232	1291780	+					tadA		MPAO1_06215	549		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1291232	1291780	+	QPZ80624.1			tRNA adenosine(34) deaminase TadA	tadA		MPAO1_06215	549	182	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1291863	1292204	-							MPAO1_06220	342		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1291863	1292204	-	QPZ85091.1			hypothetical protein			MPAO1_06220	342	113	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1292169	1293425	+							MPAO1_06225	1257		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1292169	1293425	+	QPZ80625.1			aromatic amino acid transporter			MPAO1_06225	1257	418	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1293551	1294135	+							MPAO1_06230	585		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1293551	1294135	+	QPZ80626.1			DUF2239 family protein			MPAO1_06230	585	194	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1294149	1295621	-							MPAO1_06235	1473		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1294149	1295621	-	QPZ80627.1			lytic transglycosylase F			MPAO1_06235	1473	490	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1295908	1299804	+					purL		MPAO1_06240	3897		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1295908	1299804	+	QPZ80628.1			phosphoribosylformylglycinamidine synthase	purL		MPAO1_06240	3897	1298	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1299811	1300089	+							MPAO1_06245	279		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1299811	1300089	+	QPZ80629.1			CDGSH iron-sulfur domain-containing protein			MPAO1_06245	279	92	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1300269	1300586	+							MPAO1_06250	318		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1300269	1300586	+	QPZ80630.1			NGG1p interacting factor NIF3			MPAO1_06250	318	105	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1300788	1302500	-							MPAO1_06255	1713		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1300788	1302500	-	QPZ80631.1			PTS N-acetyl-D-glucosamine transporter			MPAO1_06255	1713	570	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1302525	1305053	-					ptsP		MPAO1_06260	2529		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1302525	1305053	-	QPZ80632.1			phosphoenolpyruvate--protein phosphotransferase	ptsP		MPAO1_06260	2529	842	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1305070	1306092	-							MPAO1_06265	1023		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1305070	1306092	-	QPZ80633.1			SIS domain-containing protein			MPAO1_06265	1023	340	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1306089	1307180	-					nagA		MPAO1_06270	1092		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1306089	1307180	-	QPZ80634.1			N-acetylglucosamine-6-phosphate deacetylase	nagA		MPAO1_06270	1092	363	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1307197	1307940	-							MPAO1_06275	744		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1307197	1307940	-	QPZ80635.1			GntR family transcriptional regulator			MPAO1_06275	744	247	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1308183	1308683	-							MPAO1_06280	501		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1308183	1308683	-	QPZ80636.1			hypothetical protein			MPAO1_06280	501	166	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1308746	1309300	-							MPAO1_06285	555		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1308746	1309300	-	QPZ80637.1			NUDIX hydrolase			MPAO1_06285	555	184	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1309441	1310052	+							MPAO1_06290	612		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1309441	1310052	+	QPZ80638.1			CoA pyrophosphatase			MPAO1_06290	612	203	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1310090	1310614	+							MPAO1_06295	525		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1310090	1310614	+	QPZ80639.1			gamma carbonic anhydrase family protein			MPAO1_06295	525	174	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1310611	1310805	+							MPAO1_06300	195		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1310611	1310805	+	QPZ80640.1			DUF1289 domain-containing protein			MPAO1_06300	195	64	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1310843	1312024	+							MPAO1_06305	1182		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1310843	1312024	+	QPZ80641.1			phosphoribosylglycinamide formyltransferase 2			MPAO1_06305	1182	393	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1312026	1312775	+							MPAO1_06310	750		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1312026	1312775	+	QPZ80642.1			SGNH/GDSL hydrolase family protein			MPAO1_06310	750	249	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1312783	1314096	-							MPAO1_06315	1314		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1312783	1314096	-	QPZ80643.1			MFS transporter			MPAO1_06315	1314	437	
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1314243	1314362	-							MPAO1_06320	120		pseudo
CDS	without_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1314243	1314362	-				energy transducer TonB			MPAO1_06320	120		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1314400	1315692	-							MPAO1_06325	1293		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1314400	1315692	-	QPZ80644.1			HlyC/CorC family transporter			MPAO1_06325	1293	430	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1315705	1316505	-							MPAO1_06330	801		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1315705	1316505	-	QPZ80645.1			inner membrane protein YpjD			MPAO1_06330	801	266	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1316806	1318179	+							MPAO1_06335	1374		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1316806	1318179	+	QPZ80646.1			signal recognition particle protein			MPAO1_06335	1374	457	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1318389	1318640	+							MPAO1_06340	252		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1318389	1318640	+	QPZ80647.1			30S ribosomal protein S16			MPAO1_06340	252	83	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1318656	1319183	+					rimM		MPAO1_06345	528		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1318656	1319183	+	QPZ80648.1			ribosome maturation factor RimM	rimM		MPAO1_06345	528	175	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1319190	1319948	+					trmD		MPAO1_06350	759		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1319190	1319948	+	QPZ80649.1			tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		MPAO1_06350	759	252	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1319990	1320340	+							MPAO1_06355	351		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1319990	1320340	+	QPZ80650.1			50S ribosomal protein L19			MPAO1_06355	351	116	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1320492	1320917	+							MPAO1_06360	426		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	1320492	1320917	+	QPZ80651.1			acyl-CoA thioesterase			MPAO1_06360	426	141	
